Region,States,Max.Demand Met during the day(MW),Shortage during maximum Demand(MW),Energy Met (MU),date
WR,DNH,767,0,18.1,29-09-2019
WR,Essar steel,339,0,6.1,29-09-2019
SR,Andhra Pradesh,7263,0,160,29-09-2019
NER,Manipur,152,2,2.2,29-09-2019
NER,Assam,1562,117,26.5,29-09-2019
NER,Arunachal Pradesh,112,1,2.2,29-09-2019
ER,Sikkim,95,0,1.2,29-09-2019
ER,West Bengal,6893,0,122.6,29-09-2019
ER,Odisha,4144,0,78.9,29-09-2019
NER,Nagaland,125,2,2.4,29-09-2019
ER,Jharkhand,1095,0,19,29-09-2019
ER,Bihar,2837,0,43.5,29-09-2019
SR,Pondy,337,0,7.3,29-09-2019
SR,Tamil Nadu,12289,0,274.7,29-09-2019
SR,Kerala,3155,0,65.1,29-09-2019
SR,Karnataka,8031,0,156,29-09-2019
SR,Telangana,7646,0,166.3,29-09-2019
ER,DVC,2871,0,57.5,29-09-2019
NR,Chandigarh,166,0,3.4,29-09-2019
NR,Uttarakhand,1889,0,39.8,29-09-2020
WR,Goa,460,0,9.9,29-09-2020
NR,UP,20798,0,408.4,29-09-2020
ER,Jharkhand,1487,0,30,29-09-2020
NR,HP,1459,0,30.6,29-09-2020
NR,J&K(UT) & Ladakh(UT),2625,0,48.1,29-09-2020
NR,Chandigarh,239,0,4.8,29-09-2020
WR,Chhattisgarh,3861,0,93.3,29-09-2020
WR,Gujarat,15136,0,340,29-09-2020
WR,MP,9431,0,213.1,29-09-2020
NR,Delhi,4861,0,105.4,29-09-2020
WR,Maharashtra,18449,0,409.2,29-09-2020
WR,DD,325,0,7.3,29-09-2020
WR,DNH,786,0,18.2,29-09-2020
WR,AMNSIL,783,0,16.1,29-09-2020
SR,Andhra Pradesh,7954,0,164.1,29-09-2020
SR,Telangana,7943,0,159.2,29-09-2020
SR,Karnataka,8531,0,160.3,29-09-2020
SR,Kerala,3288,0,69.1,29-09-2020
SR,Tamil Nadu,13198,0,283.3,29-09-2020
ER,DVC,3043,0,64.7,29-09-2020
SR,Puducherry,349,0,7.3,29-09-2020
NR,Rajasthan,11256,0,247.7,29-09-2020
NR,Punjab,9433,0,216.8,29-09-2020
NR,Haryana,8520,0,187.3,29-09-2020
NER,Nagaland,129,1,2.4,29-09-2020
NER,Mizoram,98,2,1.7,29-09-2020
NER,Meghalaya,316,0,5.9,29-09-2020
NER,Manipur,201,1,2.7,29-09-2020
NER,Tripura,294,2,5.1,29-09-2020
NER,Arunachal Pradesh,121,2,2.1,29-09-2020
ER,Sikkim,84,0,1.2,29-09-2020
ER,West Bengal,8120,0,175.8,29-09-2020
ER,Odisha,4686,0,97.2,29-09-2020
NER,Assam,1945,6,34.8,29-09-2020
ER,Bihar,5761,0,109.6,29-09-2020
NR,Rajasthan,9508,0,208,29-09-2021
NR,Haryana,8506,0,180.8,29-09-2021
ER,Bihar,5997,0,110.7,29-09-2021
ER,DVC,3016,0,59.8,29-09-2021
ER,Jharkhand,1479,0,26.9,29-09-2021
ER,Odisha,5088,0,109,29-09-2021
ER,West Bengal,7114,0,132.5,29-09-2021
ER,Sikkim,105,0,1.6,29-09-2021
SR,Tamil Nadu,15124,0,326.8,29-09-2021
NER,Arunachal Pradesh,139,0,2.3,29-09-2021
SR,Kerala,3603,0,72.2,29-09-2021
SR,Karnataka,10658,0,199.7,29-09-2021
SR,Telangana,8134,0,169.9,29-09-2021
SR,Andhra Pradesh,8588,0,187.6,29-09-2021
WR,AMNSIL,850,0,18.6,29-09-2021
WR,DNH,847,0,19.7,29-09-2021
WR,DD,339,0,7.7,29-09-2021
WR,Goa,600,0,12.5,29-09-2021
SR,Puducherry,448,0,8.5,29-09-2021
WR,Maharashtra,19947,0,424.3,29-09-2021
WR,Gujarat,13163,0,293.5,29-09-2021
WR,Chhattisgarh,3712,0,88.4,29-09-2021
NR,Chandigarh,284,0,5.7,29-09-2021
NR,J&K(UT) & Ladakh(UT),2557,250,49,29-09-2021
NR,HP,1541,0,32,29-09-2021
NR,Uttarakhand,1929,0,43.5,29-09-2021
NR,UP,20482,170,405.4,29-09-2021
NR,Delhi,5118,0,109.7,29-09-2021
WR,MP,10098,0,214.8,29-09-2021
NER,Assam,1964,0,36.1,29-09-2021
NR,Punjab,9832,0,217.5,29-09-2021
NER,Meghalaya,311,0,5.6,29-09-2021
NER,Mizoram,103,0,1.5,29-09-2021
NER,Nagaland,143,0,2.4,29-09-2021
NER,Tripura,277,0,4.7,29-09-2021
NER,Manipur,201,0,2.6,29-09-2021
SR,Karnataka,11335,0,211.2,29-09-2022
SR,Kerala,3865,0,79.6,29-09-2022
SR,Tamil Nadu,15581,0,333.1,29-09-2022
ER,Bihar,6273,0,127.5,29-09-2022
ER,DVC,3411,0,73.4,29-09-2022
ER,Jharkhand,1581,0,30.8,29-09-2022
ER,Odisha,5982,0,124.5,29-09-2022
NER,Arunachal Pradesh,109,0,1.8,29-09-2022
ER,Sikkim,117,0,1.5,29-09-2022
SR,Telangana,10644,0,195.5,29-09-2022
NER,Assam,2241,0,42.7,29-09-2022
NER,Manipur,199,0,2.8,29-09-2022
NER,Meghalaya,357,0,6.2,29-09-2022
NER,Mizoram,92,0,1.6,29-09-2022
NER,Nagaland,150,0,2.6,29-09-2022
ER,West Bengal,9375,0,187.5,29-09-2022
SR,Andhra Pradesh,9218,0,197.6,29-09-2022
SR,Puducherry,417,0,9.2,29-09-2022
WR,DNHDDPDCL,1200,0,28,29-09-2022
WR,AMNSIL,664,0,14.8,29-09-2022
NR,Punjab,8183,0,178.9,29-09-2022
NR,Haryana,7870,0,161.1,29-09-2022
NR,Rajasthan,12777,0,278.9,29-09-2022
NR,Delhi,5018,0,104.2,29-09-2022
NER,Tripura,327,0,5.7,29-09-2022
NR,Uttarakhand,2069,0,42.2,29-09-2022
NR,HP,1638,0,32.2,29-09-2022
NR,UP,22033,0,420.9,29-09-2022
NR,Chandigarh,252,0,4.9,29-09-2022
WR,Chhattisgarh,4195,0,99.1,29-09-2022
WR,Gujarat,20166,0,422.4,29-09-2022
WR,MP,10801,0,232.6,29-09-2022
WR,Maharashtra,21828,0,481.5,29-09-2022
WR,Goa,647,0,13.1,29-09-2022
NR,J&K(UT) & Ladakh(UT),2645,0,49.8,29-09-2022
NR,UP,9353,2100,204.7,29-10-2013
NR,Rajasthan,7467,0,155.8,29-10-2013
NR,Haryana,5415,0,107.9,29-10-2013
NR,Punjab,4818,0,96,29-10-2013
SR,Pondy,301,30,6.3,29-10-2013
ER,Bihar,1903,450,38.1,29-10-2013
ER,DVC,2496,0,54.8,29-10-2013
NER,Manipur,105,3,1.3,29-10-2013
ER,Odisha,3347,0,61.7,29-10-2013
ER,West Bengal,6332,3,111.4,29-10-2013
ER,Sikkim,90,0,1.4,29-10-2013
NER,Arunachal Pradesh,96,14,1.1,29-10-2013
NER,Assam,1120,64,18.3,29-10-2013
NR,Uttarakhand,1521,75,29.2,29-10-2013
ER,Jharkhand,956,0,20.1,29-10-2013
NR,HP,1256,0,23.8,29-10-2013
NR,Delhi,3600,0,65.3,29-10-2013
NR,Chandigarh,191,0,3.4,29-10-2013
SR,Kerala,3105,300,58,29-10-2013
NR,J&K,1787,100,33.3,29-10-2013
SR,Tamil Nadu,10658,1661,237.6,29-10-2013
NER,Tripura,203,1,3.3,29-10-2013
NER,Nagaland,95,4,1.6,29-10-2013
NER,Meghalaya,260,1,4.5,29-10-2013
SR,Karnataka,7132,400,140.8,29-10-2013
SR,Andhra Pradesh,10389,0,216.4,29-10-2013
WR,Essar steel,252,0,4.6,29-10-2013
WR,DNH,637,0,15.1,29-10-2013
WR,DD,248,0,5.8,29-10-2013
NER,Mizoram,50,5,0.9,29-10-2013
WR,Goa,408,0,8.4,29-10-2013
WR,Chhattisgarh,2708,9,57.2,29-10-2013
WR,Maharashtra,16794,600,363.2,29-10-2013
WR,MP,7568,0,164,29-10-2013
WR,Gujarat,11279,5,250.4,29-10-2013
WR,Essar steel,318,0,6.7,29-10-2014
ER,Sikkim,96,0,2,29-10-2014
ER,West Bengal,6844,0,120.3,29-10-2014
ER,Odisha,3594,0,71.3,29-10-2014
SR,Kerala,2981,250,60.3,29-10-2014
ER,Jharkhand,1072,0,22.2,29-10-2014
ER,DVC,2614,70,57.7,29-10-2014
ER,Bihar,2711,0,52.3,29-10-2014
WR,MP,8541,0,189.1,29-10-2014
WR,DNH,605,0,9.8,29-10-2014
WR,Maharashtra,18361,260,389.1,29-10-2014
WR,Goa,432,0,8.3,29-10-2014
WR,DD,265,0,5.9,29-10-2014
NER,Arunachal Pradesh,105,1,1.8,29-10-2014
SR,Karnataka,7261,300,137.2,29-10-2014
SR,Telangana,5762,500,127.3,29-10-2014
SR,Andhra Pradesh,5087,450,115.7,29-10-2014
WR,Gujarat,11533,4,260,29-10-2014
NER,Assam,1212,121,21.8,29-10-2014
WR,Chhattisgarh,2946,18,62.9,29-10-2014
NR,UP,9629,2190,227.3,29-10-2014
SR,Tamil Nadu,10244,800,227.6,29-10-2014
NER,Tripura,190,5,2.8,29-10-2014
NER,Nagaland,105,1,1.9,29-10-2014
NER,Mizoram,72,1,1.2,29-10-2014
NER,Meghalaya,262,1,4.6,29-10-2014
NER,Manipur,134,1,2.3,29-10-2014
NR,Punjab,4871,0,97.8,29-10-2014
NR,Haryana,6056,8,100.5,29-10-2014
NR,Rajasthan,8981,0,191.4,29-10-2014
NR,Delhi,3276,80,60,29-10-2014
SR,Pondy,289,25,5.9,29-10-2014
NR,Uttarakhand,1589,150,30.1,29-10-2014
NR,HP,1280,6,23.5,29-10-2014
NR,J&K,1877,0,26.6,29-10-2014
NR,Chandigarh,191,0,3.5,29-10-2014
NR,J&K,1897,474,37.8,29-10-2015
NR,HP,1338,0,24.3,29-10-2015
NR,Uttarakhand,1639,0,32.2,29-10-2015
NR,UP,10169,230,196,29-10-2015
NR,Delhi,3331,0,58.5,29-10-2015
NR,Punjab,4549,0,98.4,29-10-2015
NR,Rajasthan,8550,0,182.1,29-10-2015
NR,Haryana,6438,0,108.4,29-10-2015
NER,Meghalaya,322,2,4,29-10-2015
WR,MP,7693,0,164,29-10-2015
NER,Tripura,237,1,4,29-10-2015
NER,Nagaland,106,2,1.8,29-10-2015
NER,Mizoram,73,1,1.3,29-10-2015
NER,Manipur,146,3,2.3,29-10-2015
NER,Assam,1362,58,23.5,29-10-2015
NER,Arunachal Pradesh,102,2,1.9,29-10-2015
ER,Sikkim,95,0,1.4,29-10-2015
ER,West Bengal,7100,0,134.4,29-10-2015
ER,Odisha,3653,0,70.6,29-10-2015
ER,Jharkhand,983,0,22.4,29-10-2015
ER,DVC,2587,0,57.2,29-10-2015
ER,Bihar,3039,0,54,29-10-2015
SR,Pondy,308,0,6.6,29-10-2015
SR,Tamil Nadu,13184,0,274.9,29-10-2015
SR,Kerala,3416,0,60.9,29-10-2015
SR,Karnataka,7261,1300,167.6,29-10-2015
SR,Telangana,6412,0,146.7,29-10-2015
SR,Andhra Pradesh,6913,0,112,29-10-2015
WR,Essar steel,268,0,5.7,29-10-2015
WR,DNH,724,0,16.7,29-10-2015
WR,DD,293,0,6.6,29-10-2015
WR,Goa,418,0,8.8,29-10-2015
WR,Maharashtra,20038,547,441,29-10-2015
WR,Gujarat,13092,18,293.2,29-10-2015
NR,Chandigarh,184,0,3.5,29-10-2015
WR,Chhattisgarh,3070,96,73,29-10-2015
NR,Punjab,5165,0,110.5,29-10-2016
SR,Kerala,3357,0,65.3,29-10-2016
SR,Tamil Nadu,10655,0,245.4,29-10-2016
SR,Pondy,277,0,5.7,29-10-2016
ER,Bihar,3592,0,67.1,29-10-2016
ER,DVC,2661,0,62.2,29-10-2016
ER,Jharkhand,1167,0,21.4,29-10-2016
SR,Karnataka,9574,0,207.7,29-10-2016
ER,Odisha,3971,0,72.9,29-10-2016
ER,Sikkim,73,0,1.3,29-10-2016
NER,Arunachal Pradesh,123,0,2,29-10-2016
NER,Assam,1491,1,25.2,29-10-2016
NER,Manipur,138,0,2,29-10-2016
NER,Meghalaya,288,1,5.2,29-10-2016
NER,Mizoram,71,2,1.4,29-10-2016
ER,West Bengal,7640,0,136.2,29-10-2016
NER,Nagaland,103,2,1.5,29-10-2016
SR,Telangana,7789,0,159.8,29-10-2016
WR,Essar steel,322,0,6.4,29-10-2016
NR,Rajasthan,9202,0,194.9,29-10-2016
NR,Delhi,3298,0,67,29-10-2016
NR,UP,15398,0,302.8,29-10-2016
NR,Uttarakhand,1667,0,33,29-10-2016
NR,HP,1263,0,23.2,29-10-2016
NR,J&K,1714,428,35,29-10-2016
SR,Andhra Pradesh,7367,0,165.5,29-10-2016
NR,Chandigarh,167,0,3.2,29-10-2016
WR,Gujarat,11948,8,262,29-10-2016
WR,MP,8941,0,198.3,29-10-2016
WR,Maharashtra,19548,0,417,29-10-2016
WR,Goa,365,0,7.5,29-10-2016
WR,DD,276,0,6.2,29-10-2016
WR,DNH,731,0,16.8,29-10-2016
WR,Chhattisgarh,3217,0,72.7,29-10-2016
NR,Haryana,6408,0,114.8,29-10-2016
NER,Tripura,238,2,3.7,29-10-2016
NR,Haryana,5835,0,114.8,29-10-2017
SR,Andhra Pradesh,7468,0,161.4,29-10-2017
WR,Essar steel,473,0,9.3,29-10-2017
WR,DNH,744,0,16.9,29-10-2017
WR,DD,302,0,6.8,29-10-2017
WR,Goa,466,0,10,29-10-2017
WR,Maharashtra,19009,0,409.3,29-10-2017
SR,Telangana,6778,0,150.5,29-10-2017
WR,MP,10526,0,224.3,29-10-2017
WR,Chhattisgarh,3355,30,73.3,29-10-2017
NR,Chandigarh,155,0,2.9,29-10-2017
NR,J&K,1911,478,40,29-10-2017
NR,HP,1316,0,24,29-10-2017
NR,Uttarakhand,1582,0,32.2,29-10-2017
NR,UP,13652,50,286.2,29-10-2017
WR,Gujarat,14294,0,305.3,29-10-2017
NR,Punjab,4961,0,104.2,29-10-2017
SR,Karnataka,7475,0,164.2,29-10-2017
SR,Tamil Nadu,12106,0,270.6,29-10-2017
NER,Tripura,248,2,3.2,29-10-2017
NER,Nagaland,109,0,1.8,29-10-2017
NER,Mizoram,78,0,1.4,29-10-2017
NER,Meghalaya,292,0,5.3,29-10-2017
NER,Manipur,156,6,2.2,29-10-2017
NER,Assam,1458,36,23.8,29-10-2017
SR,Kerala,3199,0,61,29-10-2017
NER,Arunachal Pradesh,136,4,2.2,29-10-2017
ER,West Bengal,6591,0,115.5,29-10-2017
ER,Odisha,4055,0,80.3,29-10-2017
ER,Jharkhand,1104,0,22.3,29-10-2017
ER,DVC,3059,0,63.3,29-10-2017
ER,Bihar,3965,0,70.8,29-10-2017
SR,Pondy,295,0,6.3,29-10-2017
ER,Sikkim,90,0,1.1,29-10-2017
NR,Rajasthan,9398,213,195.2,29-10-2017
NR,Delhi,3279,0,65.6,29-10-2017
NR,Punjab,5715,0,128.4,29-10-2018
WR,MP,12018,0,252.7,29-10-2018
WR,Maharashtra,23198,0,489.3,29-10-2018
WR,Goa,416,0,9.2,29-10-2018
WR,DD,326,0,7.2,29-10-2018
WR,DNH,695,0,16,29-10-2018
WR,Essar steel,485,0,6.7,29-10-2018
SR,Andhra Pradesh,9036,0,194.1,29-10-2018
SR,Telangana,9602,0,200.4,29-10-2018
SR,Karnataka,9852,0,209,29-10-2018
SR,Kerala,3534,0,70.2,29-10-2018
SR,Tamil Nadu,13572,0,300.2,29-10-2018
SR,Pondy,352,0,7,29-10-2018
ER,Bihar,4485,100,77.4,29-10-2018
ER,DVC,2975,150,63.7,29-10-2018
NER,Tripura,225,2,4.5,29-10-2018
NER,Nagaland,114,4,2.2,29-10-2018
NER,Mizoram,83,3,1.8,29-10-2018
NER,Meghalaya,329,0,5.4,29-10-2018
NER,Manipur,172,4,2.3,29-10-2018
NER,Assam,1523,45,24.1,29-10-2018
NER,Arunachal Pradesh,108,4,2,29-10-2018
ER,Sikkim,95,0,1.3,29-10-2018
ER,West Bengal,6993,0,122,29-10-2018
WR,Gujarat,16357,0,360.7,29-10-2018
ER,Odisha,4931,0,94.9,29-10-2018
ER,Jharkhand,1002,50,22.9,29-10-2018
NR,HP,1429,0,25.8,29-10-2018
NR,Haryana,6424,0,123,29-10-2018
WR,Chhattisgarh,4088,0,87.4,29-10-2018
NR,Rajasthan,11049,0,224.7,29-10-2018
NR,Delhi,3582,0,69.7,29-10-2018
NR,UP,13567,0,285.8,29-10-2018
NR,Chandigarh,175,0,3.2,29-10-2018
NR,J&K,1586,397,32.7,29-10-2018
NR,Uttarakhand,1943,0,35.1,29-10-2018
NR,Haryana,5351,0,105.6,29-10-2019
NR,Punjab,5346,0,105.8,29-10-2019
ER,Bihar,4403,0,80,29-10-2019
SR,Pondy,327,0,6.3,29-10-2019
SR,Tamil Nadu,10596,0,218.6,29-10-2019
NR,Chandigarh,187,0,3.3,29-10-2019
NR,Rajasthan,9673,0,188.1,29-10-2019
ER,Sikkim,75,0,0.7,29-10-2019
NER,Arunachal Pradesh,113,2,2,29-10-2019
NER,Assam,1427,101,24.3,29-10-2019
NER,Manipur,158,3,2.4,29-10-2019
NER,Meghalaya,341,0,5.7,29-10-2019
NER,Mizoram,92,2,1.7,29-10-2019
NER,Nagaland,116,2,2,29-10-2019
NER,Tripura,266,0,4.2,29-10-2019
SR,Kerala,3229,0,64.4,29-10-2019
NR,Delhi,3119,0,63.2,29-10-2019
NR,HP,1154,18,21.5,29-10-2019
NR,Uttarakhand,1429,0,27.7,29-10-2019
WR,Chhattisgarh,3283,0,71.2,29-10-2019
WR,Gujarat,10882,0,229.6,29-10-2019
WR,MP,7450,0,156.5,29-10-2019
WR,Maharashtra,15246,0,320.1,29-10-2019
WR,Goa,541,0,10.1,29-10-2019
WR,DD,192,0,4.1,29-10-2019
WR,DNH,651,0,14,29-10-2019
ER,West Bengal,6625,0,115.1,29-10-2019
ER,Jharkhand,1160,0,23.6,29-10-2019
ER,DVC,2993,0,60.3,29-10-2019
WR,Essar steel,277,0,5.7,29-10-2019
SR,Andhra Pradesh,7287,0,156.7,29-10-2019
SR,Telangana,7112,-7,145.3,29-10-2019
SR,Karnataka,7056,0,133.8,29-10-2019
NR,J&K,2384,596,42.9,29-10-2019
NR,UP,14133,0,262.8,29-10-2019
ER,Odisha,3948,0,77.4,29-10-2019
WR,MP,10509,0,209.8,29-10-2021
NER,Tripura,281,0,4.9,29-10-2021
WR,Chhattisgarh,3911,0,85.6,29-10-2021
SR,Kerala,3708,0,74,29-10-2021
WR,Gujarat,17180,0,374.6,29-10-2021
SR,Tamil Nadu,14011,0,296.6,29-10-2021
SR,Puducherry,378,0,7.8,29-10-2021
ER,Bihar,4496,0,80.5,29-10-2021
ER,DVC,3091,0,67.7,29-10-2021
ER,Jharkhand,1449,0,26,29-10-2021
SR,Karnataka,10020,0,187.7,29-10-2021
ER,Odisha,5576,0,115,29-10-2021
ER,Sikkim,101,0,1.5,29-10-2021
NER,Arunachal Pradesh,138,0,2.1,29-10-2021
NER,Assam,1732,0,30.6,29-10-2021
NER,Manipur,193,0,2.6,29-10-2021
NER,Meghalaya,394,0,6.1,29-10-2021
NER,Mizoram,113,0,1.6,29-10-2021
ER,West Bengal,7623,0,142.4,29-10-2021
NER,Nagaland,141,0,2.2,29-10-2021
SR,Telangana,9531,0,188.7,29-10-2021
NR,Haryana,6048,0,124.5,29-10-2021
NR,Chandigarh,174,0,3.1,29-10-2021
WR,Maharashtra,22659,0,484.5,29-10-2021
WR,Goa,637,0,13.8,29-10-2021
WR,DD,348,0,7.8,29-10-2021
WR,DNH,848,0,19.6,29-10-2021
WR,AMNSIL,811,0,17.8,29-10-2021
NR,Punjab,5979,0,116.3,29-10-2021
SR,Andhra Pradesh,8925,0,184.7,29-10-2021
NR,HP,1732,0,32.7,29-10-2021
NR,Uttarakhand,1910,0,34.7,29-10-2021
NR,UP,15106,0,263.1,29-10-2021
NR,Delhi,3524,0,66.3,29-10-2021
NR,Rajasthan,11787,0,227.3,29-10-2021
NR,J&K(UT) & Ladakh(UT),2675,200,50.5,29-10-2021
NER,Meghalaya,358,0,6.7,29-10-2022
NER,Mizoram,119,0,1.5,29-10-2022
NER,Manipur,194,0,2.5,29-10-2022
NER,Tripura,267,0,4,29-10-2022
SR,Karnataka,9838,0,183.9,29-10-2022
NER,Nagaland,139,0,2.2,29-10-2022
NER,Assam,1678,0,29.6,29-10-2022
SR,Kerala,3826,0,78.5,29-10-2022
ER,Sikkim,92,0,1.4,29-10-2022
NR,Punjab,6159,0,129,29-10-2022
NR,Haryana,6361,0,132.2,29-10-2022
NR,Rajasthan,13918,0,264.6,29-10-2022
NR,Delhi,3466,0,68.8,29-10-2022
NR,UP,16251,0,303.2,29-10-2022
NR,Uttarakhand,1767,75,35.4,29-10-2022
NR,HP,1746,0,31.8,29-10-2022
NR,J&K(UT) & Ladakh(UT),2535,0,51.8,29-10-2022
NR,Chandigarh,183,0,3.5,29-10-2022
WR,Chhattisgarh,4023,0,89.5,29-10-2022
WR,Gujarat,16146,0,336.6,29-10-2022
WR,MP,11041,0,229.1,29-10-2022
NER,Arunachal Pradesh,130,0,2.3,29-10-2022
WR,Goa,640,0,11.3,29-10-2022
ER,West Bengal,7326,0,139.6,29-10-2022
ER,Odisha,5548,0,111,29-10-2022
ER,Jharkhand,1603,0,29.8,29-10-2022
ER,DVC,3253,0,69,29-10-2022
ER,Bihar,4803,0,90.1,29-10-2022
WR,Maharashtra,20694,0,444.5,29-10-2022
SR,Tamil Nadu,13647,0,292.8,29-10-2022
SR,Telangana,9727,0,178.4,29-10-2022
SR,Andhra Pradesh,9257,0,191.9,29-10-2022
WR,AMNSIL,715,0,14.9,29-10-2022
WR,DNHDDPDCL,1149,0,26.3,29-10-2022
SR,Puducherry,390,0,9.2,29-10-2022
WR,Goa,379,11,8.5,29-11-2013
WR,DD,244,0,5.9,29-11-2013
WR,DNH,550,1,13.4,29-11-2013
WR,Essar steel,398,0,8.2,29-11-2013
SR,Andhra Pradesh,10138,0,219.7,29-11-2013
SR,Karnataka,7484,800,150.7,29-11-2013
SR,Kerala,2983,600,58.3,29-11-2013
SR,Tamil Nadu,9584,2289,215.8,29-11-2013
SR,Pondy,302,10,5.9,29-11-2013
ER,Bihar,1998,200,36.1,29-11-2013
ER,Odisha,3443,0,65.6,29-11-2013
ER,Jharkhand,1060,0,20.9,29-11-2013
ER,West Bengal,6221,0,100.7,29-11-2013
ER,Sikkim,74,0,1,29-11-2013
NER,Arunachal Pradesh,110,5,1.7,29-11-2013
WR,Maharashtra,18739,480,355.7,29-11-2013
NER,Manipur,114,1,1.4,29-11-2013
NER,Meghalaya,278,2,4.9,29-11-2013
NER,Mizoram,60,3,1.2,29-11-2013
NER,Nagaland,89,6,1.6,29-11-2013
NER,Tripura,193,5,3.3,29-11-2013
ER,DVC,2481,200,55.2,29-11-2013
NER,Assam,1070,72,18.7,29-11-2013
WR,Gujarat,11211,11,251.3,29-11-2013
WR,Chhattisgarh,2735,10,59,29-11-2013
WR,MP,9644,10,193.1,29-11-2013
NR,Punjab,4893,0,98,29-11-2013
NR,Haryana,5353,69,103.3,29-11-2013
NR,Rajasthan,8568,0,179.2,29-11-2013
NR,Delhi,3130,0,58.6,29-11-2013
NR,Uttarakhand,1539,35,28.9,29-11-2013
NR,HP,1307,0,23.7,29-11-2013
NR,J&K,1752,90,37.8,29-11-2013
NR,Chandigarh,184,0,3.3,29-11-2013
NR,UP,9292,2160,207.1,29-11-2013
SR,Pondy,272,0,5.6,29-11-2014
SR,Tamil Nadu,10494,820,228,29-11-2014
SR,Kerala,3185,125,58.5,29-11-2014
SR,Karnataka,7552,906,166.8,29-11-2014
SR,Telangana,5785,305,120.7,29-11-2014
SR,Andhra Pradesh,5667,411,124.4,29-11-2014
WR,Essar steel,360,0,7.5,29-11-2014
WR,DNH,651,0,14.7,29-11-2014
WR,DD,257,0,5.6,29-11-2014
WR,Goa,388,0,7.4,29-11-2014
NR,Punjab,5788,0,110.5,29-11-2014
NR,Delhi,3093,0,57.9,29-11-2014
NR,Rajasthan,9929,0,211.1,29-11-2014
NR,UP,10299,1550,221.7,29-11-2014
NR,Uttarakhand,1682,40,31.7,29-11-2014
NR,J&K,1925,481,40.1,29-11-2014
NR,Chandigarh,181,0,3.4,29-11-2014
WR,Chhattisgarh,2843,18,61.9,29-11-2014
WR,Gujarat,12519,13,279.5,29-11-2014
WR,MP,9599,0,205.1,29-11-2014
WR,Maharashtra,17902,1116,384.8,29-11-2014
NR,Haryana,5946,0,112.7,29-11-2014
NR,HP,1315,0,24.1,29-11-2014
ER,Bihar,2436,200,47.9,29-11-2014
NER,Nagaland,113,6,2.2,29-11-2014
NER,Meghalaya,312,22,4.9,29-11-2014
NER,Manipur,134,11,2.3,29-11-2014
NER,Assam,1185,84,21.3,29-11-2014
NER,Arunachal Pradesh,114,7,1.9,29-11-2014
ER,Sikkim,79,0,1.5,29-11-2014
ER,West Bengal,6103,0,107.4,29-11-2014
NER,Tripura,201,21,2.6,29-11-2014
ER,Odisha,3476,0,61.5,29-11-2014
ER,DVC,2305,50,54.2,29-11-2014
ER,Jharkhand,1009,0,20.8,29-11-2014
NER,Mizoram,78,4,1.2,29-11-2014
ER,West Bengal,6349,0,118.4,29-11-2015
ER,Sikkim,91,0,1.2,29-11-2015
NR,Punjab,4782,0,88.7,29-11-2015
NR,Haryana,5661,0,98,29-11-2015
NR,Rajasthan,9466,0,201.7,29-11-2015
WR,Gujarat,11570,20,248.8,29-11-2015
ER,Odisha,3901,0,71.1,29-11-2015
ER,Jharkhand,976,88,22.3,29-11-2015
ER,DVC,2468,0,58,29-11-2015
ER,Bihar,3298,0,63.2,29-11-2015
SR,Pondy,243,0,4.9,29-11-2015
SR,Tamil Nadu,9965,0,214.2,29-11-2015
SR,Kerala,3184,0,57.4,29-11-2015
SR,Karnataka,7440,1000,154.4,29-11-2015
WR,MP,10273,0,217.2,29-11-2015
WR,Maharashtra,17671,15,381.6,29-11-2015
WR,Goa,377,0,8,29-11-2015
WR,DD,260,0,6,29-11-2015
WR,DNH,640,0,15,29-11-2015
WR,Essar steel,258,0,5,29-11-2015
NR,Delhi,3034,0,55.5,29-11-2015
NR,UP,10155,640,217.9,29-11-2015
SR,Telangana,5219,0,120.5,29-11-2015
NR,HP,1245,0,23,29-11-2015
NER,Tripura,214,2,3.2,29-11-2015
NR,Uttarakhand,1639,0,31.2,29-11-2015
NER,Mizoram,82,0,1.3,29-11-2015
NER,Meghalaya,297,3,5.3,29-11-2015
NER,Manipur,137,6,2.4,29-11-2015
NER,Nagaland,115,0,1.8,29-11-2015
NER,Arunachal Pradesh,101,1,1.7,29-11-2015
SR,Andhra Pradesh,5470,0,116.6,29-11-2015
WR,Chhattisgarh,3065,96,67,29-11-2015
NR,Chandigarh,166,0,3,29-11-2015
NR,J&K,2004,501,41.3,29-11-2015
NER,Assam,1259,4,20.3,29-11-2015
ER,Sikkim,89,0,1.5,29-11-2016
NER,Arunachal Pradesh,120,2,2,29-11-2016
NER,Assam,1365,8,22.2,29-11-2016
NER,Manipur,139,2,2.1,29-11-2016
NER,Meghalaya,291,0,4.9,29-11-2016
NER,Mizoram,85,1,1.5,29-11-2016
NER,Nagaland,108,1,1.9,29-11-2016
NER,Tripura,212,0,4.4,29-11-2016
NR,UP,12904,0,250.1,29-11-2016
SR,Kerala,3562,0,65,29-11-2016
ER,Odisha,3734,0,64.9,29-11-2016
NR,Delhi,2987,0,55.1,29-11-2016
NR,Rajasthan,10057,0,199.7,29-11-2016
NR,Haryana,5917,146,107.3,29-11-2016
NR,Punjab,5511,0,104,29-11-2016
NR,J&K,1712,428,37.1,29-11-2016
NR,Chandigarh,183,0,3.2,29-11-2016
WR,Chhattisgarh,3087,0,64.8,29-11-2016
