source,NR,WR,SR,ER,NER,All India,date
Hydro,336,28,84,136,29,612,13-07-2021
Coal,615,1134,484,513,11,2757,13-07-2021
Nuclear,25,32,42,0,0,99,13-07-2021
Total,1112,1348,956,653,64,4133,13-07-2021
Lignite,28,11,42,0,0,82,13-07-2021
"RES (Wind, Solar, Biomass & Others)",81,111,294,5,0,491,13-07-2021
"Gas, Naptha & Diesel",26,30,11,0,24,91,13-07-2021
Total,1114,1324,916,646,63,4063,14-07-2021
"RES (Wind, Solar, Biomass & Others)",75,95,274,5,0,449,14-07-2021
Coal,606,1124,458,503,11,2701,14-07-2021
Nuclear,25,32,42,0,0,99,14-07-2021
Hydro,357,31,89,138,30,644,14-07-2021
Lignite,26,10,43,0,0,79,14-07-2021
"Gas, Naptha & Diesel",25,33,11,0,23,91,14-07-2021
"Gas, Naptha & Diesel",25,30,11,0,23,89,15-07-2021
Coal,612,1161,467,512,11,2763,15-07-2021
Total,1141,1351,900,658,66,4117,15-07-2021
Lignite,25,9,43,0,0,76,15-07-2021
Hydro,366,31,97,141,32,667,15-07-2021
Nuclear,26,32,42,0,0,100,15-07-2021
"RES (Wind, Solar, Biomass & Others)",88,88,241,5,0,422,15-07-2021
"Gas, Naptha & Diesel",29,31,11,0,22,93,16-07-2021
"RES (Wind, Solar, Biomass & Others)",83,87,233,5,0,409,16-07-2021
Nuclear,30,32,41,0,0,103,16-07-2021
Hydro,381,32,111,140,31,695,16-07-2021
Coal,671,1213,496,532,13,2925,16-07-2021
Total,1218,1404,937,678,67,4303,16-07-2021
Lignite,25,9,45,0,0,79,16-07-2021
Total,1137,1353,859,602,65,4016,18-07-2021
Coal,585,1097,426,467,10,2585,18-07-2021
Lignite,20,11,39,0,0,70,18-07-2021
Hydro,362,22,99,131,33,647,18-07-2021
Nuclear,30,32,42,0,0,104,18-07-2021
"Gas, Naptha & Diesel",30,27,9,0,22,88,18-07-2021
Total,1200,1447,941,677,70,4335,18-07-2021
"RES (Wind, Solar, Biomass & Others)",79,101,232,5,0,417,18-07-2021
"RES (Wind, Solar, Biomass & Others)",109,164,245,5,0,522,18-07-2021
Lignite,26,9,44,0,0,79,18-07-2021
Coal,668,1235,510,531,14,2958,18-07-2021
Nuclear,30,33,41,0,0,104,18-07-2021
"Gas, Naptha & Diesel",32,34,10,0,23,98,18-07-2021
Hydro,366,35,105,141,33,679,18-07-2021
"RES (Wind, Solar, Biomass & Others)",122,217,328,5,0,672,19-07-2021
Total,1063,1303,916,573,66,3921,19-07-2021
Nuclear,30,33,41,0,0,104,19-07-2021
Hydro,343,24,105,125,33,630,19-07-2021
Lignite,18,11,34,0,0,63,19-07-2021
Coal,529,990,398,443,10,2370,19-07-2021
"Gas, Naptha & Diesel",20,29,10,0,22,81,19-07-2021
"RES (Wind, Solar, Biomass & Others)",106,256,328,4,0,695,20-07-2021
"Gas, Naptha & Diesel",19,28,12,0,22,81,20-07-2021
Nuclear,30,33,42,0,0,105,20-07-2021
Hydro,342,24,118,108,35,627,20-07-2021
Lignite,20,12,36,0,0,67,20-07-2021
Coal,471,961,393,457,10,2292,20-07-2021
Total,988,1313,929,570,67,3867,20-07-2021
"RES (Wind, Solar, Biomass & Others)",86,269,318,4,0,677,21-07-2021
"Gas, Naptha & Diesel",18,27,12,0,23,79,21-07-2021
Nuclear,31,33,42,0,0,105,21-07-2021
Lignite,22,11,33,0,0,66,21-07-2021
Coal,453,964,379,462,10,2268,21-07-2021
Total,959,1329,899,576,67,3830,21-07-2021
Hydro,350,26,116,109,34,634,21-07-2021
"Gas, Naptha & Diesel",22,29,12,0,27,89,22-07-2021
Lignite,22,12,37,0,0,71,22-07-2021
Hydro,354,32,130,113,35,663,22-07-2021
Nuclear,31,32,42,0,0,105,22-07-2021
"RES (Wind, Solar, Biomass & Others)",82,221,320,5,0,629,22-07-2021
Total,981,1346,896,592,71,3887,22-07-2021
Coal,470,1020,356,475,10,2331,22-07-2021
Coal,514,1069,367,506,11,2466,23-07-2021
Lignite,23,13,43,0,0,79,23-07-2021
Hydro,368,32,136,111,31,678,23-07-2021
Nuclear,31,32,42,0,0,105,23-07-2021
"Gas, Naptha & Diesel",23,34,10,0,28,95,23-07-2021
"RES (Wind, Solar, Biomass & Others)",79,157,321,4,0,562,23-07-2021
Total,1037,1337,920,621,70,3985,23-07-2021
Coal,521,1049,373,493,12,2448,24-07-2021
Lignite,25,13,44,0,0,81,24-07-2021
Hydro,377,26,134,124,29,690,24-07-2021
"Gas, Naptha & Diesel",22,28,12,0,29,91,24-07-2021
"RES (Wind, Solar, Biomass & Others)",84,172,346,5,0,606,24-07-2021
Total,1059,1320,951,621,70,4021,24-07-2021
Nuclear,30,33,42,0,0,105,24-07-2021
Total,1079,1303,907,611,66,3966,25-07-2021
"RES (Wind, Solar, Biomass & Others)",85,204,342,5,0,637,25-07-2021
"Gas, Naptha & Diesel",22,23,12,0,27,85,25-07-2021
Nuclear,30,33,42,0,0,105,25-07-2021
Hydro,373,23,117,125,29,667,25-07-2021
Coal,544,1007,355,481,10,2397,25-07-2021
Lignite,24,12,39,0,0,76,25-07-2021
Lignite,17,10,39,0,0,66,26-07-2021
"Gas, Naptha & Diesel",23,25,11,0,27,85,26-07-2021
"RES (Wind, Solar, Biomass & Others)",121,239,339,4,0,703,26-07-2021
Total,1117,1367,942,620,67,4113,26-07-2021
Hydro,377,27,127,123,30,685,26-07-2021
Nuclear,26,33,42,0,0,100,26-07-2021
Coal,553,1033,384,492,11,2473,26-07-2021
Coal,510,1008,408,480,10,2416,27-07-2021
Lignite,22,10,37,0,0,70,27-07-2021
Hydro,356,25,132,115,32,660,27-07-2021
Nuclear,26,33,42,0,0,101,27-07-2021
"Gas, Naptha & Diesel",22,26,11,0,26,85,27-07-2021
"RES (Wind, Solar, Biomass & Others)",114,260,355,4,0,733,27-07-2021
Total,1051,1361,986,599,69,4064,27-07-2021
"Gas, Naptha & Diesel",21,33,11,0,28,93,28-07-2021
Nuclear,27,33,42,0,0,101,28-07-2021
Hydro,339,25,145,126,29,665,28-07-2021
Lignite,23,13,37,0,0,73,28-07-2021
Coal,415,932,393,434,10,2185,28-07-2021
"RES (Wind, Solar, Biomass & Others)",103,272,356,4,0,735,28-07-2021
Total,928,1308,985,564,68,3852,28-07-2021
"Gas, Naptha & Diesel",21,33,11,0,28,93,29-07-2021
Nuclear,27,33,42,0,0,101,29-07-2021
Hydro,352,25,152,127,27,684,29-07-2021
Lignite,25,11,35,0,0,72,29-07-2021
Coal,397,959,398,422,10,2186,29-07-2021
"RES (Wind, Solar, Biomass & Others)",78,281,343,4,0,705,29-07-2021
Total,901,1342,980,553,65,3841,29-07-2021
Coal,398,928,399,405,9,2139,30-07-2021
Hydro,365,23,164,126,27,705,30-07-2021
Lignite,25,12,34,0,0,70,30-07-2021
Total,936,1298,992,535,65,3826,30-07-2021
"RES (Wind, Solar, Biomass & Others)",101,269,344,4,0,718,30-07-2021
"Gas, Naptha & Diesel",21,33,11,0,28,93,30-07-2021
Nuclear,26,33,42,0,0,101,30-07-2021
Hydro,362,24,165,132,27,710,31-07-2021
Total,951,1285,981,551,62,3830,31-07-2021
Coal,412,913,398,415,7,2144,31-07-2021
"RES (Wind, Solar, Biomass & Others)",106,272,332,4,0,714,31-07-2021
"Gas, Naptha & Diesel",21,34,11,0,28,94,31-07-2021
Nuclear,26,33,42,0,0,101,31-07-2021
Lignite,24,10,34,0,0,68,31-07-2021
"RES (Wind, Solar, Biomass & Others)",106,268,335,4,0,714,01-08-2021
Nuclear,26,33,42,0,0,101,01-08-2021
Hydro,369,24,157,137,32,718,01-08-2021
Lignite,22,8,29,0,0,59,01-08-2021
"Gas, Naptha & Diesel",19,30,12,0,28,88,01-08-2021
Coal,364,867,372,420,6,2030,01-08-2021
Total,905,1229,948,561,66,3710,01-08-2021
Total,955,1285,1021,619,69,3950,02-08-2021
Hydro,376,29,163,142,34,744,02-08-2021
Lignite,24,8,35,0,0,66,02-08-2021
Coal,409,938,418,472,7,2244,02-08-2021
"RES (Wind, Solar, Biomass & Others)",100,251,355,5,0,711,02-08-2021
"Gas, Naptha & Diesel",21,32,10,0,28,89,02-08-2021
Nuclear,26,28,42,0,0,96,02-08-2021
Nuclear,26,28,42,0,0,97,03-08-2021
Coal,425,967,442,486,9,2329,03-08-2021
Lignite,24,7,33,0,0,64,03-08-2021
Hydro,373,28,175,144,32,751,03-08-2021
Total,974,1307,1066,635,68,4050,03-08-2021
"RES (Wind, Solar, Biomass & Others)",102,243,363,5,0,714,03-08-2021
"Gas, Naptha & Diesel",23,34,10,0,28,95,03-08-2021
Total,1007,1345,1080,624,69,4125,04-08-2021
"RES (Wind, Solar, Biomass & Others)",104,237,359,4,0,705,04-08-2021
"Gas, Naptha & Diesel",25,35,7,0,26,94,04-08-2021
Nuclear,26,30,42,0,0,99,04-08-2021
Hydro,377,26,177,141,30,751,04-08-2021
Lignite,25,9,34,0,0,68,04-08-2021
Coal,450,1008,461,479,12,2410,04-08-2021
"RES (Wind, Solar, Biomass & Others)",105,202,348,4,0,660,05-08-2021
Coal,499,1097,466,486,13,2561,05-08-2021
Lignite,24,10,39,0,0,73,05-08-2021
Hydro,377,28,186,141,27,759,05-08-2021
Nuclear,26,32,41,0,0,100,05-08-2021
"Gas, Naptha & Diesel",23,37,8,0,27,95,05-08-2021
Total,1054,1407,1088,632,67,4248,05-08-2021
"RES (Wind, Solar, Biomass & Others)",100,160,335,5,0,600,06-08-2021
"Gas, Naptha & Diesel",25,36,9,0,28,98,06-08-2021
Nuclear,26,32,42,0,0,100,06-08-2021
Hydro,378,31,183,148,27,766,06-08-2021
Lignite,23,9,40,0,0,72,06-08-2021
Coal,536,1153,469,501,14,2672,06-08-2021
Total,1089,1422,1076,653,69,4309,06-08-2021
"RES (Wind, Solar, Biomass & Others)",80,100,280,5,0,465,07-08-2021
Total,1139,1404,1051,659,72,4325,07-08-2021
Lignite,26,11,44,0,0,80,07-08-2021
Coal,614,1161,490,511,16,2791,07-08-2021
Hydro,378,42,187,143,28,778,07-08-2021
"Gas, Naptha & Diesel",20,58,8,0,29,115,07-08-2021
Nuclear,21,32,42,0,0,95,07-08-2021
"Gas, Naptha & Diesel",16,33,9,0,29,87,08-08-2021
Nuclear,23,32,42,0,0,97,08-08-2021
Hydro,379,31,166,140,30,745,08-08-2021
Lignite,27,10,44,0,0,81,08-08-2021
Coal,595,1186,485,466,13,2744,08-08-2021
Total,1131,1377,977,611,72,4167,08-08-2021
"RES (Wind, Solar, Biomass & Others)",91,85,232,4,0,413,08-08-2021
Total,1163,1419,1061,614,70,4327,09-08-2021
"RES (Wind, Solar, Biomass & Others)",114,95,270,5,0,484,09-08-2021
"Gas, Naptha & Diesel",17,33,11,0,28,90,09-08-2021
Nuclear,23,32,42,0,0,97,09-08-2021
Hydro,367,35,172,126,30,730,09-08-2021
Lignite,27,10,43,0,0,80,09-08-2021
Coal,615,1213,524,484,12,2847,09-08-2021
Coal,619,1239,532,495,12,2898,10-08-2021
Total,1200,1464,1084,614,69,4430,10-08-2021
"RES (Wind, Solar, Biomass & Others)",130,120,277,5,0,532,10-08-2021
"Gas, Naptha & Diesel",20,29,10,0,28,88,10-08-2021
Nuclear,22,32,42,0,0,97,10-08-2021
Hydro,382,32,179,113,29,735,10-08-2021
Lignite,27,11,44,0,0,82,10-08-2021
Hydro,383,41,177,118,29,748,11-08-2021
"RES (Wind, Solar, Biomass & Others)",128,142,267,4,0,542,11-08-2021
Total,1213,1485,1070,637,69,4473,11-08-2021
"Gas, Naptha & Diesel",20,28,10,0,28,86,11-08-2021
Lignite,25,12,45,0,0,82,11-08-2021
Coal,638,1229,535,515,11,2927,11-08-2021
Nuclear,18,33,36,0,0,87,11-08-2021
Total,1217,1503,1078,641,72,4512,12-08-2021
"Gas, Naptha & Diesel",25,29,11,0,29,93,12-08-2021
Nuclear,15,33,19,0,0,66,12-08-2021
Hydro,375,41,171,116,33,736,12-08-2021
Lignite,25,11,44,0,0,80,12-08-2021
Coal,660,1246,551,521,10,2987,12-08-2021
"RES (Wind, Solar, Biomass & Others)",118,144,283,4,0,549,12-08-2021
Hydro,366,40,160,142,32,739,13-08-2021
Nuclear,17,29,19,0,0,66,13-08-2021
"Gas, Naptha & Diesel",25,28,12,0,28,93,13-08-2021
Lignite,24,10,43,0,0,77,13-08-2021
Total,1235,1514,1057,659,71,4536,13-08-2021
Coal,675,1256,565,513,11,3021,13-08-2021
"RES (Wind, Solar, Biomass & Others)",128,150,258,4,0,540,13-08-2021
"RES (Wind, Solar, Biomass & Others)",135,187,316,4,0,642,14-08-2021
Total,1246,1506,1067,642,71,4530,14-08-2021
Lignite,25,8,37,0,0,70,14-08-2021
Coal,683,1220,549,512,9,2973,14-08-2021
Nuclear,18,28,19,0,0,65,14-08-2021
"Gas, Naptha & Diesel",22,27,12,0,28,89,14-08-2021
Hydro,363,36,133,125,33,690,14-08-2021
Nuclear,18,28,24,0,0,70,15-08-2021
Lignite,23,8,38,0,0,69,15-08-2021
"RES (Wind, Solar, Biomass & Others)",120,161,262,4,0,549,15-08-2021
Coal,665,1162,518,477,9,2831,15-08-2021
"Gas, Naptha & Diesel",20,27,12,0,29,88,15-08-2021
Total,1218,1422,999,625,71,4336,15-08-2021
Hydro,371,35,145,143,34,729,15-08-2021
Hydro,360,44,166,139,31,739,16-08-2021
Lignite,19,8,37,0,0,63,16-08-2021
Total,1232,1484,1020,638,72,4445,16-08-2021
Nuclear,19,32,35,0,0,87,16-08-2021
"Gas, Naptha & Diesel",23,62,10,0,29,124,16-08-2021
"RES (Wind, Solar, Biomass & Others)",92,82,225,4,0,403,16-08-2021
Coal,719,1258,546,495,11,3029,16-08-2021
Coal,742,1260,599,483,17,3100,17-08-2021
Lignite,22,7,33,0,0,62,17-08-2021
Total,1264,1509,1052,628,76,4529,17-08-2021
"RES (Wind, Solar, Biomass & Others)",95,84,224,4,0,406,17-08-2021
"Gas, Naptha & Diesel",30,83,11,0,28,152,17-08-2021
Hydro,353,43,146,141,30,713,17-08-2021
Nuclear,22,32,41,0,0,95,17-08-2021
Coal,721,1225,562,481,14,3003,18-08-2021
"Gas, Naptha & Diesel",27,62,10,0,28,126,18-08-2021
Total,1246,1466,1069,624,71,4477,18-08-2021
"RES (Wind, Solar, Biomass & Others)",102,102,290,4,0,499,18-08-2021
Nuclear,22,32,41,0,0,96,18-08-2021
Hydro,354,36,134,139,29,692,18-08-2021
Lignite,21,8,33,0,0,62,18-08-2021
Lignite,22,10,35,0,0,67,19-08-2021
"RES (Wind, Solar, Biomass & Others)",105,127,317,4,0,553,19-08-2021
"Gas, Naptha & Diesel",25,57,10,0,29,122,19-08-2021
Nuclear,22,33,41,0,0,96,19-08-2021
Hydro,343,35,146,142,27,693,19-08-2021
Coal,711,1183,538,483,11,2926,19-08-2021
Total,1228,1445,1087,630,67,4457,19-08-2021
Total,1168,1388,1014,657,66,4294,20-08-2021
Lignite,24,10,34,0,0,68,20-08-2021
Hydro,352,39,143,145,28,706,20-08-2021
Nuclear,22,33,41,0,0,96,20-08-2021
"Gas, Naptha & Diesel",29,47,11,0,28,115,20-08-2021
"RES (Wind, Solar, Biomass & Others)",94,110,207,4,0,416,20-08-2021
Coal,648,1149,578,508,10,2893,20-08-2021
Coal,593,1124,577,500,9,2803,21-08-2021
Hydro,352,39,132,145,27,695,21-08-2021
Nuclear,22,32,41,0,0,96,21-08-2021
"Gas, Naptha & Diesel",24,41,11,0,27,103,21-08-2021
"RES (Wind, Solar, Biomass & Others)",82,82,154,4,0,322,21-08-2021
Total,1098,1329,949,650,63,4089,21-08-2021
Lignite,25,11,34,0,0,70,21-08-2021
Hydro,302,33,116,146,26,623,22-08-2021
"Gas, Naptha & Diesel",24,22,12,0,27,85,22-08-2021
Nuclear,22,32,41,0,0,96,22-08-2021
Lignite,26,11,32,0,0,69,22-08-2021
Coal,543,1093,544,468,9,2657,22-08-2021
Total,990,1262,889,618,63,3822,22-08-2021
"RES (Wind, Solar, Biomass & Others)",73,70,145,4,0,292,22-08-2021
"Gas, Naptha & Diesel",23,37,9,0,28,96,23-08-2021
Total,1086,1363,932,603,64,4047,23-08-2021
Coal,563,1149,556,450,10,2728,23-08-2021
Lignite,27,10,34,0,0,71,23-08-2021
Hydro,352,36,125,147,27,687,23-08-2021
"RES (Wind, Solar, Biomass & Others)",95,98,167,5,0,366,23-08-2021
Nuclear,26,32,41,0,0,99,23-08-2021
Coal,628,1171,550,464,17,2830,24-08-2021
Hydro,354,44,137,150,27,712,24-08-2021
Nuclear,19,32,41,0,0,92,24-08-2021
"Gas, Naptha & Diesel",27,34,10,0,25,96,24-08-2021
"RES (Wind, Solar, Biomass & Others)",140,124,198,4,0,467,24-08-2021
Total,1191,1416,970,619,69,4266,24-08-2021
Lignite,24,11,35,0,0,70,24-08-2021
"Gas, Naptha & Diesel",30,35,10,0,26,102,25-08-2021
Total,1214,1464,993,600,69,4339,25-08-2021
"RES (Wind, Solar, Biomass & Others)",146,169,211,5,0,530,25-08-2021
Coal,649,1172,543,451,15,2830,25-08-2021
Hydro,349,45,153,145,27,719,25-08-2021
Lignite,23,11,35,0,0,68,25-08-2021
Nuclear,17,32,41,0,0,90,25-08-2021
Lignite,22,11,35,0,0,68,26-08-2021
Hydro,340,57,152,146,30,725,26-08-2021
Total,1179,1503,993,612,68,4355,26-08-2021
"Gas, Naptha & Diesel",33,65,10,0,27,134,26-08-2021
"RES (Wind, Solar, Biomass & Others)",137,175,234,5,0,550,26-08-2021
Coal,627,1164,525,462,11,2789,26-08-2021
Nuclear,20,32,37,0,0,90,26-08-2021
Total,1130,1507,1023,636,65,4362,27-08-2021
Coal,605,1181,556,487,6,2835,27-08-2021
Nuclear,21,33,38,0,0,92,27-08-2021
"RES (Wind, Solar, Biomass & Others)",111,126,235,4,0,477,27-08-2021
"Gas, Naptha & Diesel",42,80,10,0,27,159,27-08-2021
Hydro,328,76,149,145,32,731,27-08-2021
Lignite,23,11,35,0,0,68,27-08-2021
Total,1115,1472,994,656,64,4302,28-08-2021
"Gas, Naptha & Diesel",44,86,10,0,27,168,28-08-2021
Nuclear,21,32,38,0,0,91,28-08-2021
Hydro,332,70,138,149,31,720,28-08-2021
Lignite,22,11,39,0,0,72,28-08-2021
Coal,605,1193,537,503,6,2844,28-08-2021
"RES (Wind, Solar, Biomass & Others)",90,80,233,4,0,407,28-08-2021
"RES (Wind, Solar, Biomass & Others)",75,73,261,4,0,413,29-08-2021
Total,1106,1366,946,648,65,4131,29-08-2021
"Gas, Naptha & Diesel",43,81,12,0,28,163,29-08-2021
Nuclear,22,28,37,0,0,87,29-08-2021
Hydro,336,46,97,148,32,658,29-08-2021
Coal,606,1125,499,496,5,2732,29-08-2021
Lignite,25,13,39,0,0,78,29-08-2021
"Gas, Naptha & Diesel",41,60,12,0,28,142,30-08-2021
Nuclear,26,20,39,0,0,84,30-08-2021
Hydro,331,40,100,148,31,650,30-08-2021
Lignite,21,13,39,0,0,74,30-08-2021
"RES (Wind, Solar, Biomass & Others)",63,77,278,5,0,423,30-08-2021
Total,1104,1312,986,654,68,4125,30-08-2021
Coal,622,1102,518,502,9,2752,30-08-2021
"Gas, Naptha & Diesel",46,43,12,0,28,129,31-08-2021
"RES (Wind, Solar, Biomass & Others)",89,93,238,5,0,425,31-08-2021
Nuclear,26,20,42,0,0,88,31-08-2021
Hydro,321,34,113,146,34,649,31-08-2021
Coal,599,1072,535,505,9,2720,31-08-2021
Lignite,20,11,39,0,0,70,31-08-2021
Total,1101,1272,980,656,72,4081,31-08-2021
"RES (Wind, Solar, Biomass & Others)",82,77,236,5,0,400,01-09-2021
"Gas, Naptha & Diesel",37,34,12,0,26,108,01-09-2021
Coal,598,1063,521,515,12,2709,01-09-2021
Nuclear,26,20,41,0,0,88,01-09-2021
Hydro,318,37,116,145,34,650,01-09-2021
Total,1082,1242,966,666,71,4027,01-09-2021
Lignite,22,12,39,0,0,74,01-09-2021
Lignite,23,13,39,0,0,74,02-09-2021
Total,1079,1254,981,675,75,4064,02-09-2021
"RES (Wind, Solar, Biomass & Others)",70,76,221,5,0,371,02-09-2021
"Gas, Naptha & Diesel",29,39,11,0,26,105,02-09-2021
Hydro,314,42,134,151,34,676,02-09-2021
Coal,618,1064,528,519,15,2744,02-09-2021
Nuclear,26,20,48,0,0,95,02-09-2021
Total,1053,1296,923,696,73,4040,03-09-2021
"RES (Wind, Solar, Biomass & Others)",55,109,176,5,0,346,03-09-2021
Coal,612,1064,515,538,11,2740,03-09-2021
Hydro,302,42,121,153,34,652,03-09-2021
Nuclear,26,24,59,0,0,110,03-09-2021
"Gas, Naptha & Diesel",33,44,10,0,27,115,03-09-2021
Lignite,24,12,42,0,0,78,03-09-2021
"RES (Wind, Solar, Biomass & Others)",73,120,254,5,0,451,04-09-2021
Hydro,302,31,101,144,31,609,04-09-2021
"Gas, Naptha & Diesel",32,41,11,0,28,111,04-09-2021
Nuclear,26,32,61,0,0,120,04-09-2021
Total,1027,1278,942,677,70,3993,04-09-2021
Coal,569,1042,476,528,11,2626,04-09-2021
Lignite,25,12,39,0,0,76,04-09-2021
Nuclear,26,32,65,0,0,123,06-09-2021
Total,1073,1257,949,693,70,4041,06-09-2021
"Gas, Naptha & Diesel",33,38,11,0,27,109,06-09-2021
Hydro,303,34,97,141,30,604,06-09-2021
"RES (Wind, Solar, Biomass & Others)",79,71,285,4,0,439,06-09-2021
Coal,607,1072,448,548,13,2688,06-09-2021
Lignite,25,10,44,0,0,79,06-09-2021
Total,1049,1238,957,669,74,3987,07-09-2021
Hydro,309,29,99,142,32,611,07-09-2021
"RES (Wind, Solar, Biomass & Others)",80,89,322,4,0,495,07-09-2021
"Gas, Naptha & Diesel",30,44,11,0,27,113,07-09-2021
Coal,578,1035,417,523,14,2568,07-09-2021
Lignite,25,10,43,0,0,78,07-09-2021
Nuclear,26,32,65,0,0,123,07-09-2021
Coal,571,996,396,529,12,2504,08-09-2021
"RES (Wind, Solar, Biomass & Others)",86,138,324,5,0,553,08-09-2021
Lignite,26,9,45,0,0,80,08-09-2021
Nuclear,26,30,65,0,0,121,08-09-2021
Hydro,316,28,118,145,32,639,08-09-2021
"Gas, Naptha & Diesel",28,35,11,0,27,101,08-09-2021
Total,1053,1235,959,680,72,3998,08-09-2021
Coal,597,1017,432,543,14,2603,09-09-2021
Lignite,25,10,48,0,0,84,09-09-2021
Hydro,320,26,118,146,33,643,09-09-2021
Nuclear,26,28,65,0,0,120,09-09-2021
"Gas, Naptha & Diesel",29,28,10,0,27,94,09-09-2021
"RES (Wind, Solar, Biomass & Others)",82,116,320,4,0,523,09-09-2021
Total,1079,1226,994,694,74,4067,09-09-2021
"Gas, Naptha & Diesel",33,25,11,0,27,96,10-09-2021
Total,1031,1200,976,676,74,3957,10-09-2021
"RES (Wind, Solar, Biomass & Others)",76,118,322,4,0,520,10-09-2021
Nuclear,26,28,65,0,0,120,10-09-2021
Hydro,320,26,107,144,34,631,10-09-2021
Lignite,24,10,45,0,0,79,10-09-2021
Coal,552,993,426,527,13,2511,10-09-2021
Total,946,1171,955,637,71,3780,11-09-2021
"RES (Wind, Solar, Biomass & Others)",73,113,308,5,0,500,11-09-2021
"Gas, Naptha & Diesel",30,25,12,0,28,94,11-09-2021
Nuclear,27,28,66,0,0,120,11-09-2021
Hydro,326,34,114,145,33,653,11-09-2021
Lignite,23,12,43,0,0,78,11-09-2021
Coal,467,959,412,486,11,2336,11-09-2021
"RES (Wind, Solar, Biomass & Others)",83,138,334,5,0,561,12-09-2021
"Gas, Naptha & Diesel",26,24,10,0,27,88,12-09-2021
Coal,461,868,360,433,10,2132,12-09-2021
Lignite,22,13,41,0,0,75,12-09-2021
Nuclear,27,28,65,0,0,120,12-09-2021
Hydro,334,35,132,139,30,670,12-09-2021
Total,953,1106,942,577,68,3645,12-09-2021
Coal,480,894,379,451,11,2215,13-09-2021
Lignite,24,12,43,0,0,80,13-09-2021
Hydro,353,45,151,141,30,720,13-09-2021
Nuclear,26,28,65,0,0,120,13-09-2021
"Gas, Naptha & Diesel",26,25,11,0,28,89,13-09-2021
"RES (Wind, Solar, Biomass & Others)",84,142,348,4,0,578,13-09-2021
Total,994,1146,998,595,69,3801,13-09-2021
Coal,463,904,394,457,12,2230,14-09-2021
"RES (Wind, Solar, Biomass & Others)",83,112,327,4,0,526,14-09-2021
"Gas, Naptha & Diesel",26,17,11,0,28,82,14-09-2021
Nuclear,27,28,65,0,0,120,14-09-2021
Hydro,355,43,163,140,28,729,14-09-2021
Lignite,25,13,42,0,0,79,14-09-2021
Total,980,1116,1002,601,68,3766,14-09-2021
Total,983,1137,1005,649,68,3842,15-09-2021
"RES (Wind, Solar, Biomass & Others)",95,85,265,4,0,450,15-09-2021
"Gas, Naptha & Diesel",22,16,11,0,28,76,15-09-2021
Nuclear,28,28,65,0,0,122,15-09-2021
Hydro,349,46,184,140,28,747,15-09-2021
Lignite,25,12,45,0,0,82,15-09-2021
Coal,464,950,435,505,12,2366,15-09-2021
Total,961,1157,1018,641,68,3845,16-09-2021
"RES (Wind, Solar, Biomass & Others)",85,99,268,4,0,457,16-09-2021
"Gas, Naptha & Diesel",24,17,10,0,28,79,16-09-2021
Nuclear,31,28,65,0,0,124,16-09-2021
Hydro,325,41,162,138,29,695,16-09-2021
Lignite,25,13,46,0,0,84,16-09-2021
Coal,471,960,466,498,12,2406,16-09-2021
Coal,468,984,510,507,12,2482,17-09-2021
Total,938,1192,1020,630,67,3848,17-09-2021
"Gas, Naptha & Diesel",22,16,8,0,28,74,17-09-2021
Lignite,27,13,48,0,0,88,17-09-2021
"RES (Wind, Solar, Biomass & Others)",84,110,222,4,0,421,17-09-2021
Nuclear,31,28,64,0,0,123,17-09-2021
Hydro,306,41,168,119,28,661,17-09-2021
Nuclear,31,28,55,0,0,114,18-09-2021
"RES (Wind, Solar, Biomass & Others)",81,91,183,5,0,360,18-09-2021
"Gas, Naptha & Diesel",21,16,9,0,28,74,18-09-2021
Hydro,319,51,172,120,33,694,18-09-2021
Lignite,28,13,47,0,0,88,18-09-2021
Total,1002,1221,1006,658,73,3961,18-09-2021
Coal,522,1022,541,533,13,2631,18-09-2021
Total,1055,1198,997,642,74,3966,19-09-2021
Hydro,319,47,158,124,30,678,19-09-2021
Lignite,28,10,42,0,0,80,19-09-2021
Nuclear,31,28,55,0,0,114,19-09-2021
"Gas, Naptha & Diesel",24,14,11,0,28,76,19-09-2021
Coal,583,1014,565,514,16,2691,19-09-2021
"RES (Wind, Solar, Biomass & Others)",71,85,167,5,0,327,19-09-2021
"Gas, Naptha & Diesel",31,42,11,0,27,110,20-09-2021
"RES (Wind, Solar, Biomass & Others)",75,100,172,5,0,353,20-09-2021
Coal,631,1031,561,499,16,2738,20-09-2021
Lignite,27,10,38,0,0,75,20-09-2021
Hydro,325,55,157,135,24,696,20-09-2021
Total,1119,1266,995,639,68,4087,20-09-2021
Nuclear,31,28,55,0,0,114,20-09-2021
Hydro,327,43,139,126,24,658,21-09-2021
Lignite,21,10,38,0,0,68,21-09-2021
Nuclear,31,28,55,0,0,114,21-09-2021
Total,1087,1247,997,622,63,4015,21-09-2021
"RES (Wind, Solar, Biomass & Others)",60,134,218,5,0,416,21-09-2021
Coal,605,998,536,492,12,2644,21-09-2021
"Gas, Naptha & Diesel",43,34,11,0,27,114,21-09-2021
Hydro,316,44,143,132,25,660,22-09-2021
Coal,544,972,522,483,10,2531,22-09-2021
Lignite,21,7,35,0,0,64,22-09-2021
"Gas, Naptha & Diesel",33,27,20,0,27,108,22-09-2021
Total,1007,1199,990,619,62,3877,22-09-2021
"RES (Wind, Solar, Biomass & Others)",62,120,216,5,0,402,22-09-2021
Nuclear,31,28,54,0,0,113,22-09-2021
